epoch,pi_constraint_loss,pi_main_loss,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
1,,,559,,4.187476634979248,,,,,
1,,,569,,4.2589111328125,,,,,
1,,,579,,3.637690305709839,,,,,
1,,,589,,3.0643279552459717,,,,,
1,,,599,,3.4714207649230957,,,,,
1,,,609,,2.991591691970825,,,,,
1,,,619,,2.9188618659973145,,,,,
1,,,629,,2.3253562450408936,,,,,
1,,,639,,2.98242449760437,,,,,
1,,,649,,2.506275177001953,,,,,
1,,,659,,3.8730523586273193,,,,,
1,,,669,,2.757916212081909,,,,,
1,,,679,,2.453303337097168,,,,,
1,,,685,,,308.71246337890625,0.1937793344259262,348.2559509277344,0.2203274965286255,314.56195068359375
1,0.5597726106643677,3.707350730895996,685,3.6388754844665527,,,,,,
2,,,689,,3.276453971862793,,,,,
2,,,699,,2.5824403762817383,,,,,
2,,,709,,2.7248709201812744,,,,,
2,,,719,,2.51774525642395,,,,,
2,,,729,,2.3438119888305664,,,,,
2,,,739,,2.8839051723480225,,,,,
2,,,749,,2.7474420070648193,,,,,
2,,,759,,2.312669515609741,,,,,
2,,,769,,3.0643231868743896,,,,,
2,,,779,,3.0782949924468994,,,,,
2,,,789,,2.7858173847198486,,,,,
2,,,799,,2.141828775405884,,,,,
2,,,809,,2.6758811473846436,,,,,
2,,,819,,3.2253291606903076,,,,,
2,,,829,,2.739562749862671,,,,,
2,,,839,,2.745715856552124,,,,,
2,,,849,,3.6029624938964844,,,,,
2,,,859,,2.6638476848602295,,,,,
2,,,869,,2.8640105724334717,,,,,
2,,,879,,2.645606517791748,,,,,
2,,,889,,2.0491905212402344,,,,,
2,,,899,,2.640522003173828,,,,,
2,,,909,,1.903473973274231,,,,,
2,,,919,,3.217895269393921,,,,,
2,,,929,,2.771306276321411,,,,,
2,,,939,,2.824734926223755,,,,,
2,,,949,,1.8173828125,,,,,
2,,,959,,1.657414197921753,,,,,
2,,,969,,1.840783953666687,,,,,
2,,,979,,2.162355661392212,,,,,
2,,,989,,1.8993773460388184,,,,,
2,,,999,,2.8943233489990234,,,,,
2,,,1009,,2.2330644130706787,,,,,
2,,,1019,,2.221930980682373,,,,,
2,,,1028,,,333.56195068359375,0.20985424518585205,376.2010498046875,0.24149490892887115,339.6954650878906
2,0.23226796090602875,2.498974561691284,1028,2.5230562686920166,,,,,,
3,,,1029,,2.1457464694976807,,,,,
3,,,1039,,1.7703642845153809,,,,,
3,,,1049,,1.8431971073150635,,,,,
3,,,1059,,2.1157546043395996,,,,,
3,,,1069,,1.860098958015442,,,,,
3,,,1079,,2.634108304977417,,,,,
3,,,1089,,3.3168840408325195,,,,,
3,,,1099,,2.6274313926696777,,,,,
3,,,1109,,2.9024815559387207,,,,,
3,,,1119,,2.010193347930908,,,,,
3,,,1129,,2.58674693107605,,,,,
3,,,1139,,1.539777159690857,,,,,
3,,,1149,,2.046677827835083,,,,,
3,,,1159,,1.9273000955581665,,,,,
3,,,1169,,2.4740700721740723,,,,,
3,,,1179,,1.535345435142517,,,,,
3,,,1189,,2.8694207668304443,,,,,
3,,,1199,,1.5806485414505005,,,,,
3,,,1209,,2.828284740447998,,,,,
3,,,1219,,1.7204029560089111,,,,,
3,,,1229,,2.2707526683807373,,,,,
3,,,1239,,2.98360538482666,,,,,
3,,,1249,,2.6452856063842773,,,,,
3,,,1259,,1.6839778423309326,,,,,
3,,,1269,,2.829171657562256,,,,,
3,,,1279,,2.6702260971069336,,,,,
3,,,1289,,2.19296932220459,,,,,
3,,,1299,,1.626941442489624,,,,,
3,,,1309,,2.4094340801239014,,,,,
3,,,1319,,2.1723928451538086,,,,,
3,,,1329,,2.4754366874694824,,,,,
3,,,1339,,1.7923564910888672,,,,,
3,,,1349,,1.8214459419250488,,,,,
3,,,1359,,2.1688733100891113,,,,,
3,,,1369,,2.1068196296691895,,,,,
3,,,1371,,,352.7887878417969,0.22166113555431366,398.3967590332031,0.25728532671928406,348.5137939453125
3,0.13644073903560638,2.167375326156616,1371,2.2270617485046387,,,,,,
4,,,1379,,1.440045952796936,,,,,
4,,,1389,,1.2922474145889282,,,,,
4,,,1399,,1.2904638051986694,,,,,
4,,,1409,,1.6451305150985718,,,,,
4,,,1419,,1.8136999607086182,,,,,
4,,,1429,,1.3690133094787598,,,,,
4,,,1439,,1.1792759895324707,,,,,
4,,,1449,,1.1954491138458252,,,,,
4,,,1459,,1.0285369157791138,,,,,
4,,,1469,,1.0724750757217407,,,,,
4,,,1479,,1.3963192701339722,,,,,
4,,,1489,,1.5246866941452026,,,,,
4,,,1499,,1.4767836332321167,,,,,
4,,,1509,,1.170225977897644,,,,,
4,,,1519,,1.3145124912261963,,,,,
4,,,1529,,1.4448235034942627,,,,,
4,,,1539,,1.1593055725097656,,,,,
4,,,1549,,1.322487473487854,,,,,
4,,,1559,,1.1207913160324097,,,,,
4,,,1569,,1.0811808109283447,,,,,
4,,,1579,,1.1063616275787354,,,,,
4,,,1589,,1.2025693655014038,,,,,
4,,,1599,,1.7406747341156006,,,,,
4,,,1609,,1.4127696752548218,,,,,
4,,,1619,,1.7166625261306763,,,,,
4,,,1629,,1.2523666620254517,,,,,
4,,,1639,,1.1713091135025024,,,,,
4,,,1649,,1.0762543678283691,,,,,
4,,,1659,,1.1572197675704956,,,,,
4,,,1669,,1.1547528505325317,,,,,
4,,,1679,,1.4600763320922852,,,,,
4,,,1689,,1.081969141960144,,,,,
4,,,1699,,1.0176242589950562,,,,,
4,,,1709,,1.2575008869171143,,,,,
4,,,1714,,,343.8797607421875,0.2158399522304535,389.5342712402344,0.2496488243341446,347.0048522949219
4,0.05718696862459183,1.3527647256851196,1714,1.3444948196411133,,,,,,
5,,,1719,,1.0457724332809448,,,,,
5,,,1729,,1.2048088312149048,,,,,
5,,,1739,,1.2545883655548096,,,,,
5,,,1749,,1.7815799713134766,,,,,
5,,,1759,,1.9082040786743164,,,,,
5,,,1769,,1.8196384906768799,,,,,
5,,,1779,,1.1438688039779663,,,,,
5,,,1789,,1.0727479457855225,,,,,
5,,,1799,,1.2780752182006836,,,,,
5,,,1809,,1.0761221647262573,,,,,
5,,,1819,,1.113579273223877,,,,,
5,,,1829,,0.9830813407897949,,,,,
5,,,1839,,0.8571035265922546,,,,,
5,,,1849,,1.3550827503204346,,,,,
5,,,1859,,1.7221139669418335,,,,,
5,,,1869,,1.1255161762237549,,,,,
